instrument,auction_date,settlement_date,leg,term_bucket,isin,amount_chf_mn,signed_chf_mn
GMBF,2023-12-05,2023-12-07,opening,91d,CH1145908278,1064.1,1064.1
SNB Bills,2023-11-09,2023-12-11,closing,28d,CH1204501600,7375.0,-7375.0
SNB Bills,2023-01-06,2023-12-11,closing,336d,CH0134866976,1205.0,-1205.0
SNB Bills,2023-12-07,2023-12-11,opening,336d,CH1258960579,655.0,655.0
SNB Bills,2023-12-07,2023-12-11,opening,28d,CH1258960561,9447.0,9447.0
GMBF,2023-09-12,2023-12-14,closing,91d,CH1145908153,829.95,-829.95
GMBF,2023-12-12,2023-12-14,opening,91d,CH1145908286,973.7,973.7
SNB Bills,2023-11-16,2023-12-18,closing,28d,CH1204501626,6347.0,-6347.0
SNB Bills,2023-09-21,2023-12-18,closing,84d,CH1204501295,2800.0,-2800.0
SNB Bills,2023-12-14,2023-12-18,opening,28d,CH1258960587,6314.0,6314.0
SNB Bills,2023-12-14,2023-12-18,opening,84d,CH1258960595,635.0,635.0
GMBF,2023-09-19,2023-12-21,closing,91d,CH1145908161,900.0,-900.0
GMBF,2023-12-19,2023-12-21,opening,91d,CH1145908294,985.1,985.1
Conf. Bonds,2023-12-13,2023-12-27,opening,19yr,CH0557778815,305.41,305.41
SNB Bills,2023-11-23,2023-12-27,closing,28d,CH1204501642,7219.0,-7219.0
SNB Bills,2023-07-06,2023-12-27,closing,168d,CH1204501071,1424.0,-1424.0
SNB Bills,2023-12-21,2023-12-27,opening,28d,CH1258960603,8117.0,8117.0
SNB Bills,2023-12-21,2023-12-27,opening,168d,CH1258960611,603.0,603.0
GMBF,2022-12-27,2023-12-28,closing,364d,CH1145907783,1183.8,-1183.8
GMBF,2023-12-22,2023-12-28,opening,364d,CH1145908302,964.15,964.15
SNB Bills,2023-11-30,2024-01-03,closing,28d,CH1204501667,8214.0,-8214.0
SNB Bills,2023-10-05,2024-01-03,closing,84d,CH1204501337,4618.0,-4618.0
SNB Bills,2023-12-28,2024-01-03,opening,28d,CH1258960629,3715.0,3715.0
SNB Bills,2023-12-28,2024-01-03,opening,84d,CH1258960637,398.0,398.0
GMBF,2023-10-03,2024-01-04,closing,91d,CH1145908187,779.3,-779.3
GMBF,2023-12-29,2024-01-04,opening,91d,CH1145908310,773.45,773.45
SNB Bills,2023-12-07,2024-01-08,closing,28d,CH1258960561,9447.0,-9447.0
SNB Bills,2023-02-02,2024-01-08,closing,336d,CH0134867057,881.0,-881.0
SNB Bills,2024-01-04,2024-01-08,opening,28d,CH1258960652,4875.0,4875.0
SNB Bills,2024-01-04,2024-01-08,opening,336d,CH1258960660,395.0,395.0
GMBF,2023-10-10,2024-01-11,closing,91d,CH1145908195,1091.65,-1091.65
GMBF,2024-01-09,2024-01-11,opening,91d,CH1145908328,1058.85,1058.85
SNB Bills,2023-12-14,2024-01-15,closing,28d,CH1258960587,6314.0,-6314.0
SNB Bills,2023-10-19,2024-01-15,closing,84d,CH1204501378,2183.0,-2183.0
SNB Bills,2024-01-11,2024-01-15,opening,28d,CH1258960678,5377.0,5377.0
SNB Bills,2024-01-11,2024-01-15,opening,84d,CH1258960686,1601.0,1601.0
GMBF,2023-10-17,2024-01-18,closing,91d,CH1145908203,788.45,-788.45
GMBF,2024-01-16,2024-01-18,opening,91d,CH1145908336,1112.7,1112.7
SNB Bills,2023-12-21,2024-01-22,closing,28d,CH1258960603,8117.0,-8117.0
SNB Bills,2023-08-03,2024-01-22,closing,168d,CH1204501154,3228.0,-3228.0
SNB Bills,2024-01-18,2024-01-22,opening,168d,CH1258960702,1179.0,1179.0
SNB Bills,2024-01-18,2024-01-22,opening,28d,CH1258960694,7099.0,7099.0
Conf. Bonds,2024-01-10,2024-01-24,opening,14yr,CH0440081567,207.6,207.6
Conf. Bonds,2024-01-10,2024-01-24,opening,31yr,CH0344958472,195.65,195.65
GMBF,2023-10-24,2024-01-25,closing,91d,CH1145908211,747.15,-747.15
GMBF,2024-01-23,2024-01-25,opening,91d,CH1145908344,1041.55,1041.55
SNB Bills,2023-12-28,2024-01-29,closing,28d,CH1258960629,3715.0,-3715.0
SNB Bills,2023-11-02,2024-01-29,closing,84d,CH1204501592,2694.0,-2694.0
SNB Bills,2024-01-25,2024-01-29,opening,28d,CH1258960710,5059.0,5059.0
SNB Bills,2024-01-25,2024-01-29,opening,84d,CH1258960728,1770.0,1770.0
GMBF,2023-10-31,2024-02-01,closing,91d,CH1145908229,748.1,-748.1
GMBF,2024-01-30,2024-02-01,opening,91d,CH1145908351,977.05,977.05
SNB Bills,2024-01-04,2024-02-05,closing,28d,CH1258960652,4875.0,-4875.0
SNB Bills,2023-03-02,2024-02-05,closing,336d,CH1204500719,3410.0,-3410.0
SNB Bills,2024-02-01,2024-02-05,opening,28d,CH1258960736,7301.0,7301.0
SNB Bills,2024-02-01,2024-02-05,opening,336d,CH1258960744,685.0,685.0
GMBF,2023-08-08,2024-02-08,closing,182d,CH1145908104,1259.95,-1259.95
GMBF,2024-02-06,2024-02-08,opening,182d,CH1145908369,1118.85,1118.85
SNB Bills,2024-01-11,2024-02-12,closing,28d,CH1258960678,5377.0,-5377.0
SNB Bills,2023-11-16,2024-02-12,closing,84d,CH1204501634,4966.0,-4966.0
SNB Bills,2024-02-08,2024-02-12,opening,28d,CH1258960751,7511.0,7511.0
SNB Bills,2024-02-08,2024-02-12,opening,84d,CH1258960769,5545.0,5545.0
GMBF,2023-11-14,2024-02-15,closing,91d,CH1145908245,737.8,-737.8
GMBF,2024-02-13,2024-02-15,opening,91d,CH1145908377,1133.4,1133.4
SNB Bills,2024-01-18,2024-02-19,closing,28d,CH1258960694,7099.0,-7099.0
SNB Bills,2023-08-31,2024-02-19,closing,168d,CH1204501238,6819.0,-6819.0
SNB Bills,2024-02-15,2024-02-19,opening,28d,CH1258960777,9460.0,9460.0
SNB Bills,2024-02-15,2024-02-19,opening,168d,CH1258960785,263.0,263.0
GMBF,2023-11-21,2024-02-22,closing,91d,CH1145908252,689.9,-689.9
GMBF,2024-02-20,2024-02-22,opening,91d,CH1145908385,1152.5,1152.5
SNB Bills,2024-01-25,2024-02-26,closing,28d,CH1258960710,5059.0,-5059.0
SNB Bills,2023-11-30,2024-02-26,closing,84d,CH1204501675,1294.0,-1294.0
SNB Bills,2024-02-22,2024-02-26,opening,28d,CH1258960793,6150.0,6150.0
SNB Bills,2024-02-22,2024-02-26,opening,84d,CH1258960801,2213.0,2213.0
Conf. Bonds,2024-02-14,2024-02-28,opening,8yr,CH0344958688,214.95,214.95
Conf. Bonds,2024-02-14,2024-02-28,opening,21yr,CH0344958498,290.05,290.05
GMBF,2023-11-28,2024-02-29,closing,91d,CH1145908260,747.25,-747.25
GMBF,2024-02-27,2024-02-29,opening,91d,CH1145908393,900.0,900.0
SNB Bills,2024-02-01,2024-03-04,closing,28d,CH1258960736,7301.0,-7301.0
SNB Bills,2023-03-30,2024-03-04,closing,336d,CH1204500792,810.0,-810.0
SNB Bills,2024-02-29,2024-03-04,opening,336d,CH1258960827,1187.0,1187.0
SNB Bills,2024-02-29,2024-03-04,opening,28d,CH1258960819,9529.0,9529.0
GMBF,2023-12-05,2024-03-07,closing,91d,CH1145908278,1064.1,-1064.1
GMBF,2024-03-05,2024-03-07,opening,91d,CH1145908401,856.85,856.85
SNB Bills,2024-02-08,2024-03-11,closing,28d,CH1258960751,7511.0,-7511.0
SNB Bills,2023-12-14,2024-03-11,closing,84d,CH1258960595,635.0,-635.0
SNB Bills,2024-03-07,2024-03-11,opening,28d,CH1258960835,13819.0,13819.0
SNB Bills,2024-03-07,2024-03-11,opening,84d,CH1258960843,1453.0,1453.0
GMBF,2023-12-12,2024-03-14,closing,91d,CH1145908286,973.7,-973.7
GMBF,2024-03-12,2024-03-14,opening,91d,CH1145908419,752.8,752.8
SNB Bills,2024-02-15,2024-03-18,closing,28d,CH1258960777,9460.0,-9460.0
SNB Bills,2023-09-28,2024-03-18,closing,168d,CH1204501311,2597.0,-2597.0
SNB Bills,2024-03-14,2024-03-18,opening,28d,CH1258960850,15242.0,15242.0
SNB Bills,2024-03-14,2024-03-18,opening,168d,CH1258960868,275.0,275.0
GMBF,2023-12-19,2024-03-21,closing,91d,CH1145908294,985.1,-985.1
GMBF,2024-03-19,2024-03-21,opening,91d,CH1145908427,711.2,711.2
SNB Bills,2024-02-22,2024-03-25,closing,28d,CH1258960793,6150.0,-6150.0
SNB Bills,2023-12-28,2024-03-25,closing,84d,CH1258960637,398.0,-398.0
SNB Bills,2024-03-21,2024-03-25,opening,28d,CH1258960876,7296.0,7296.0
SNB Bills,2024-03-21,2024-03-25,opening,84d,CH1258960884,767.0,767.0
Conf. Bonds,2024-03-13,2024-03-27,opening,9yr,CH0015803239,147.9,147.9
Conf. Bonds,2024-03-13,2024-03-27,opening,19yr,CH0557778815,254.25,254.25
GMBF,2023-09-26,2024-03-28,closing,182d,CH1145908179,973.95,-973.95
GMBF,2024-03-26,2024-03-28,opening,182d,CH1145908435,692.6,692.6
SNB Bills,2024-02-29,2024-04-02,closing,28d,CH1258960819,9529.0,-9529.0
SNB Bills,2023-04-27,2024-04-02,closing,336d,CH1204500875,3869.0,-3869.0
SNB Bills,2024-03-28,2024-04-02,opening,28d,CH1258960892,3039.0,3039.0
SNB Bills,2024-03-28,2024-04-02,opening,336d,CH1258960900,433.0,433.0
GMBF,2023-12-29,2024-04-04,closing,91d,CH1145908310,773.45,-773.45
GMBF,2024-04-02,2024-04-04,opening,91d,CH1145908443,745.65,745.65
SNB Bills,2024-03-07,2024-04-08,closing,28d,CH1258960835,13819.0,-13819.0
SNB Bills,2024-01-11,2024-04-08,closing,84d,CH1258960686,1601.0,-1601.0
SNB Bills,2024-04-04,2024-04-08,opening,28d,CH1258960918,8490.0,8490.0
SNB Bills,2024-04-04,2024-04-08,opening,84d,CH1258960926,1735.0,1735.0
GMBF,2024-01-09,2024-04-11,closing,91d,CH1145908328,1058.85,-1058.85
GMBF,2024-04-09,2024-04-11,opening,91d,CH1145908450,659.15,659.15
SNB Bills,2024-03-14,2024-04-15,closing,28d,CH1258960850,15242.0,-15242.0
SNB Bills,2023-10-26,2024-04-15,closing,168d,CH1204501394,2096.0,-2096.0
SNB Bills,2024-04-11,2024-04-15,opening,168d,CH1258960942,1328.0,1328.0
SNB Bills,2024-04-11,2024-04-15,opening,28d,CH1258960934,10139.0,10139.0
GMBF,2024-01-16,2024-04-18,closing,91d,CH1145908336,1112.7,-1112.7
GMBF,2024-04-16,2024-04-18,opening,91d,CH1145908468,609.8,609.8
SNB Bills,2024-03-21,2024-04-22,closing,28d,CH1258960876,7296.0,-7296.0
SNB Bills,2024-01-25,2024-04-22,closing,84d,CH1258960728,1770.0,-1770.0
SNB Bills,2024-04-18,2024-04-22,opening,28d,CH1258960959,3631.0,3631.0
SNB Bills,2024-04-18,2024-04-22,opening,84d,CH1258960967,1129.0,1129.0
Conf. Bonds,2024-04-10,2024-04-24,opening,6yr,CH0224397171,104.85,104.85
Conf. Bonds,2024-04-10,2024-04-24,opening,11yr,CH0557778310,231.37,231.37
GMBF,2024-01-23,2024-04-25,closing,91d,CH1145908344,1041.55,-1041.55
GMBF,2024-04-23,2024-04-25,opening,91d,CH1145908476,576.05,576.05
SNB Bills,2024-03-28,2024-04-29,closing,28d,CH1258960892,3039.0,-3039.0
SNB Bills,2023-05-25,2024-04-29,closing,336d,CH1204500958,3209.0,-3209.0
SNB Bills,2024-04-25,2024-04-29,opening,28d,CH1258960975,5995.0,5995.0
SNB Bills,2024-04-25,2024-04-29,opening,336d,CH1258960983,638.0,638.0
GMBF,2024-01-30,2024-05-02,closing,91d,CH1145908351,977.05,-977.05
GMBF,2024-04-30,2024-05-02,opening,91d,CH1145908484,677.2,677.2
SNB Bills,2024-04-04,2024-05-06,closing,28d,CH1258960918,8490.0,-8490.0
SNB Bills,2024-02-08,2024-05-06,closing,84d,CH1258960769,5545.0,-5545.0
SNB Bills,2024-05-02,2024-05-06,opening,28d,CH1258960991,6580.0,6580.0
SNB Bills,2024-05-02,2024-05-06,opening,84d,CH1258961007,2795.0,2795.0
GMBF,2023-11-07,2024-05-10,closing,182d,CH1145908237,951.5,-951.5
GMBF,2024-05-07,2024-05-10,opening,182d,CH1145908492,625.35,625.35
SNB Bills,2024-04-11,2024-05-13,closing,28d,CH1258960934,10139.0,-10139.0
SNB Bills,2023-11-23,2024-05-13,closing,168d,CH1204501659,1284.0,-1284.0
SNB Bills,2024-05-08,2024-05-13,opening,28d,CH1258961015,8747.0,8747.0
SNB Bills,2024-05-08,2024-05-13,opening,168d,CH1258961023,782.0,782.0
GMBF,2024-02-13,2024-05-16,closing,91d,CH1145908377,1133.4,-1133.4
GMBF,2024-05-14,2024-05-16,opening,91d,CH1145908500,688.0,688.0
SNB Bills,2024-04-18,2024-05-21,closing,28d,CH1258960959,3631.0,-3631.0
SNB Bills,2024-02-22,2024-05-21,closing,84d,CH1258960801,2213.0,-2213.0
SNB Bills,2024-05-16,2024-05-21,opening,28d,CH1258961031,8181.0,8181.0
SNB Bills,2024-05-16,2024-05-21,opening,84d,CH1258961049,799.0,799.0
Conf. Bonds,2024-05-08,2024-05-22,opening,23yr,CH0557779003,348.95,348.95
GMBF,2024-02-20,2024-05-23,closing,91d,CH1145908385,1152.5,-1152.5
GMBF,2024-05-21,2024-05-23,opening,91d,CH1145908518,775.15,775.15
SNB Bills,2024-04-25,2024-05-27,closing,28d,CH1258960975,5995.0,-5995.0
SNB Bills,2023-06-22,2024-05-27,closing,336d,CH1204501030,2635.0,-2635.0
SNB Bills,2024-05-23,2024-05-27,opening,28d,CH1258961056,6110.0,6110.0
SNB Bills,2024-05-23,2024-05-27,opening,336d,CH1258961064,565.0,565.0
GMBF,2024-02-27,2024-05-30,closing,91d,CH1145908393,900.0,-900.0
GMBF,2024-05-28,2024-05-30,opening,91d,CH1145908526,521.15,521.15
SNB Bills,2024-05-02,2024-06-03,closing,28d,CH1258960991,6580.0,-6580.0
SNB Bills,2024-03-07,2024-06-03,closing,84d,CH1258960843,1453.0,-1453.0
SNB Bills,2024-05-30,2024-06-03,opening,84d,CH1258961080,1693.0,1693.0
SNB Bills,2024-05-30,2024-06-03,opening,28d,CH1258961072,8995.0,8995.0
GMBF,2024-03-05,2024-06-06,closing,91d,CH1145908401,856.85,-856.85
GMBF,2024-06-04,2024-06-06,opening,91d,CH1145908534,516.45,516.45
SNB Bills,2024-05-08,2024-06-10,closing,28d,CH1258961015,8747.0,-8747.0
SNB Bills,2023-12-21,2024-06-10,closing,168d,CH1258960611,603.0,-603.0
SNB Bills,2024-06-06,2024-06-10,opening,28d,CH1258961098,10729.0,10729.0
SNB Bills,2024-06-06,2024-06-10,opening,168d,CH1258961106,1080.0,1080.0
Conf. Bonds,2012-05-09,2024-06-11,closing,12yr,-,216.39,-216.39
Conf. Bonds,2012-07-11,2024-06-11,closing,11yr,CH0127181177,153.16,-153.16
Conf. Bonds,2012-09-12,2024-06-11,closing,11yr,CH0127181177,277.5,-277.5
Conf. Bonds,2013-01-09,2024-06-11,closing,11yr,CH0127181177,423.1,-423.1
Conf. Bonds,2013-02-13,2024-06-11,closing,11yr,CH0127181177,329.55,-329.55
Conf. Bonds,2013-05-08,2024-06-11,closing,11yr,CH0127181177,442.17,-442.17
Conf. Bonds,2013-12-11,2024-06-11,closing,10yr,CH0127181177,242.06,-242.06
Conf. Bonds,2013-12-11,2024-06-11,closing,10yr,CH0127181177,242.06,-242.06
Conf. Bonds,2014-02-12,2024-06-11,closing,10yr,CH0127181177,141.615,-141.615
Conf. Bonds,2014-04-09,2024-06-11,closing,10yr,CH0127181177,242.1,-242.1
Conf. Bonds,2014-06-11,2024-06-11,closing,10yr,CH0127181177,137.0,-137.0
Conf. Bonds,2014-10-08,2024-06-11,closing,9yr,CH0127181177,138.75,-138.75
GMBF,2024-03-12,2024-06-13,closing,91d,CH1145908419,752.8,-752.8
GMBF,2024-06-11,2024-06-13,opening,91d,CH1145908542,588.4,588.4
SNB Bills,2024-05-16,2024-06-17,closing,28d,CH1258961031,8181.0,-8181.0
SNB Bills,2024-03-21,2024-06-17,closing,84d,CH1258960884,767.0,-767.0
SNB Bills,2024-06-13,2024-06-17,opening,28d,CH1258961114,6396.0,6396.0
SNB Bills,2024-06-13,2024-06-17,opening,84d,CH1258961122,579.0,579.0
GMBF,2024-03-19,2024-06-20,closing,91d,CH1145908427,711.2,-711.2
GMBF,2024-06-18,2024-06-20,opening,91d,CH1145908559,696.75,696.75
SNB Bills,2024-05-23,2024-06-24,closing,28d,CH1258961056,6110.0,-6110.0
SNB Bills,2023-07-20,2024-06-24,closing,336d,CH1204501113,1030.0,-1030.0
SNB Bills,2024-06-20,2024-06-24,opening,28d,CH1258961130,5803.0,5803.0
SNB Bills,2024-06-20,2024-06-24,opening,336d,CH1258961148,536.0,536.0
Conf. Bonds,2024-06-12,2024-06-26,opening,10yr,CH0440081393,297.999,297.999
Conf. Bonds,2024-06-12,2024-06-26,opening,19yr,CH0557778815,204.49,204.49
GMBF,2023-06-27,2024-06-27,closing,364d,CH1145908047,467.55,-467.55
GMBF,2024-06-25,2024-06-27,opening,364d,CH1145908567,544.45,544.45
SNB Bills,2024-05-30,2024-07-01,closing,28d,CH1258961072,8995.0,-8995.0
SNB Bills,2024-04-04,2024-07-01,closing,84d,CH1258960926,1735.0,-1735.0
SNB Bills,2024-06-27,2024-07-01,opening,28d,CH1258961155,4467.0,4467.0
SNB Bills,2024-06-27,2024-07-01,opening,84d,CH1258961163,2038.0,2038.0
GMBF,2024-04-02,2024-07-04,closing,91d,CH1145908443,745.65,-745.65
GMBF,2024-07-02,2024-07-04,opening,91d,CH1145908575,762.65,762.65
SNB Bills,2024-06-06,2024-07-08,closing,28d,CH1258961098,10729.0,-10729.0
SNB Bills,2024-01-18,2024-07-08,closing,168d,CH1258960702,1179.0,-1179.0
SNB Bills,2024-07-04,2024-07-08,opening,28d,CH1258961171,10028.0,10028.0
SNB Bills,2024-07-04,2024-07-08,opening,168d,CH1258961189,305.0,305.0
GMBF,2024-04-09,2024-07-11,closing,91d,CH1145908450,659.15,-659.15
GMBF,2024-07-09,2024-07-11,opening,91d,CH1145908583,670.35,670.35
SNB Bills,2024-06-13,2024-07-15,closing,28d,CH1258961114,6396.0,-6396.0
SNB Bills,2024-04-18,2024-07-15,closing,84d,CH1258960967,1129.0,-1129.0
SNB Bills,2024-07-11,2024-07-15,opening,84d,CH1258961205,1370.0,1370.0
SNB Bills,2024-07-11,2024-07-15,opening,28d,CH1258961197,5269.0,5269.0
GMBF,2024-04-16,2024-07-18,closing,91d,CH1145908468,609.8,-609.8
GMBF,2024-07-16,2024-07-18,opening,91d,CH1145908591,573.4,573.4
SNB Bills,2024-06-20,2024-07-22,closing,28d,CH1258961130,5803.0,-5803.0
SNB Bills,2023-08-17,2024-07-22,closing,336d,CH1204501196,1967.0,-1967.0
SNB Bills,2024-07-18,2024-07-22,opening,28d,CH1258961213,8471.0,8471.0
SNB Bills,2024-07-18,2024-07-22,opening,336d,CH1258961221,448.0,448.0
Conf. Bonds,2024-07-10,2024-07-24,opening,4yr,CH0224397346,235.097,235.097
Conf. Bonds,2024-07-10,2024-07-24,opening,22yr,CH0557779003,221.67,221.67
GMBF,2024-04-23,2024-07-25,closing,91d,CH1145908476,576.05,-576.05
GMBF,2024-07-23,2024-07-25,opening,91d,CH1145908609,660.7,660.7
SNB Bills,2024-06-27,2024-07-29,closing,28d,CH1258961155,4467.0,-4467.0
SNB Bills,2024-05-02,2024-07-29,closing,84d,CH1258961007,2795.0,-2795.0
SNB Bills,2024-07-25,2024-07-29,opening,28d,CH1258961239,5616.0,5616.0
SNB Bills,2024-07-25,2024-07-29,opening,84d,CH1258961247,2473.0,2473.0
GMBF,2024-04-30,2024-08-02,closing,91d,CH1145908484,677.2,-677.2
GMBF,2024-07-30,2024-08-02,opening,91d,CH1145908617,553.95,553.95
SNB Bills,2024-07-04,2024-08-05,closing,28d,CH1258961171,10028.0,-10028.0
SNB Bills,2024-02-15,2024-08-05,closing,168d,CH1258960785,263.0,-263.0
SNB Bills,2024-07-31,2024-08-05,opening,28d,CH1258961254,5694.0,5694.0
SNB Bills,2024-07-31,2024-08-05,opening,168d,CH1258961262,688.0,688.0
GMBF,2024-02-06,2024-08-08,closing,182d,CH1145908369,1118.85,-1118.85
GMBF,2024-08-06,2024-08-08,opening,182d,CH1145908625,534.25,534.25
SNB Bills,2024-07-11,2024-08-12,closing,28d,CH1258961197,5269.0,-5269.0
SNB Bills,2024-05-16,2024-08-12,closing,84d,CH1258961049,799.0,-799.0
SNB Bills,2024-08-08,2024-08-12,opening,28d,CH1258961270,4968.0,4968.0
SNB Bills,2024-08-08,2024-08-12,opening,84d,CH1258961288,1083.0,1083.0
GMBF,2024-05-14,2024-08-15,closing,91d,CH1145908500,688.0,-688.0
GMBF,2024-08-13,2024-08-15,opening,91d,CH1145908633,588.7,588.7
SNB Bills,2024-07-18,2024-08-19,closing,28d,CH1258961213,8471.0,-8471.0
SNB Bills,2023-09-14,2024-08-19,closing,336d,CH1204501279,1233.0,-1233.0
SNB Bills,2024-08-15,2024-08-19,opening,28d,CH1258961296,7146.0,7146.0
SNB Bills,2024-08-15,2024-08-19,opening,336d,CH1258961304,221.0,221.0
GMBF,2024-05-21,2024-08-22,closing,91d,CH1145908518,775.15,-775.15
GMBF,2024-08-20,2024-08-22,opening,91d,CH1145908641,781.25,781.25
SNB Bills,2024-07-25,2024-08-26,closing,28d,CH1258961239,5616.0,-5616.0
SNB Bills,2024-05-30,2024-08-26,closing,84d,CH1258961080,1693.0,-1693.0
SNB Bills,2024-08-22,2024-08-26,opening,84d,CH1258961320,2428.0,2428.0
SNB Bills,2024-08-22,2024-08-26,opening,28d,CH1258961312,7864.0,7864.0
GMBF,2024-05-28,2024-08-29,closing,91d,CH1145908526,521.15,-521.15
GMBF,2024-08-27,2024-08-29,opening,91d,CH1145908658,755.8,755.8
SNB Bills,2024-07-31,2024-09-02,closing,28d,CH1258961254,5694.0,-5694.0
SNB Bills,2024-03-14,2024-09-02,closing,168d,CH1258960868,275.0,-275.0
SNB Bills,2024-08-29,2024-09-02,opening,28d,CH1258961338,5234.0,5234.0
SNB Bills,2024-08-29,2024-09-02,opening,168d,CH1258961346,1251.0,1251.0
GMBF,2024-06-04,2024-09-05,closing,91d,CH1145908534,516.45,-516.45
GMBF,2024-09-03,2024-09-05,opening,91d,CH1145908666,835.3,835.3
SNB Bills,2024-08-08,2024-09-09,closing,28d,CH1258961270,4968.0,-4968.0
SNB Bills,2024-06-13,2024-09-09,closing,84d,CH1258961122,579.0,-579.0
SNB Bills,2024-09-05,2024-09-09,opening,28d,CH1258961353,5996.0,5996.0
SNB Bills,2024-09-05,2024-09-09,opening,84d,CH1258961361,1279.0,1279.0
GMBF,2024-06-11,2024-09-12,closing,91d,CH1145908542,588.4,-588.4
GMBF,2024-09-10,2024-09-12,opening,91d,CH1145908674,650.0,650.0
SNB Bills,2024-08-15,2024-09-16,closing,28d,CH1258961296,7146.0,-7146.0
SNB Bills,2023-10-12,2024-09-16,closing,336d,CH1204501352,1510.0,-1510.0
SNB Bills,2024-09-12,2024-09-16,opening,28d,CH1258961379,6516.0,6516.0
SNB Bills,2024-09-12,2024-09-16,opening,336d,CH1258961387,821.0,821.0
GMBF,2024-06-18,2024-09-19,closing,91d,CH1145908559,696.75,-696.75
GMBF,2024-09-17,2024-09-19,opening,91d,CH1145908682,650.0,650.0
SNB Bills,2024-08-22,2024-09-23,closing,28d,CH1258961312,7864.0,-7864.0
SNB Bills,2024-06-27,2024-09-23,closing,84d,CH1258961163,2038.0,-2038.0
SNB Bills,2024-09-19,2024-09-23,opening,28d,CH1258961395,5933.0,5933.0
SNB Bills,2024-09-19,2024-09-23,opening,84d,CH1258961403,969.0,969.0
Conf. Bonds,2024-09-11,2024-09-25,opening,7yr,CH0344958688,166.7,166.7
Conf. Bonds,2024-09-11,2024-09-25,opening,14yr,CH0440081567,202.85,202.85
GMBF,2024-03-26,2024-09-26,closing,182d,CH1145908435,692.6,-692.6
GMBF,2024-09-24,2024-09-26,opening,182d,CH1145908690,632.15,632.15
SNB Bills,2024-08-29,2024-09-30,closing,28d,CH1258961338,5234.0,-5234.0
SNB Bills,2024-04-11,2024-09-30,closing,168d,CH1258960942,1328.0,-1328.0
SNB Bills,2024-09-26,2024-09-30,opening,28d,CH1258961411,10212.0,10212.0
SNB Bills,2024-09-26,2024-09-30,opening,168d,CH1258961429,134.0,134.0
GMBF,2024-07-02,2024-10-03,closing,91d,CH1145908575,762.65,-762.65
GMBF,2024-10-01,2024-10-03,opening,91d,CH1145908708,575.3,575.3
SNB Bills,2024-09-05,2024-10-07,closing,28d,CH1258961353,5996.0,-5996.0
SNB Bills,2024-07-11,2024-10-07,closing,84d,CH1258961205,1370.0,-1370.0
SNB Bills,2024-10-03,2024-10-07,opening,84d,CH1258961445,942.0,942.0
SNB Bills,2024-10-03,2024-10-07,opening,28d,CH1258961437,9470.0,9470.0
GMBF,2024-07-09,2024-10-10,closing,91d,CH1145908583,670.35,-670.35
GMBF,2024-10-08,2024-10-10,opening,91d,CH1145908716,536.5,536.5
SNB Bills,2024-09-12,2024-10-14,closing,28d,CH1258961379,6516.0,-6516.0
SNB Bills,2023-11-09,2024-10-14,closing,336d,CH1204501618,610.0,-610.0
SNB Bills,2024-10-10,2024-10-14,opening,28d,CH1258961452,6605.0,6605.0
SNB Bills,2024-10-10,2024-10-14,opening,336d,CH1258961460,567.0,567.0
GMBF,2024-07-16,2024-10-17,closing,91d,CH1145908591,573.4,-573.4
GMBF,2024-10-15,2024-10-17,opening,91d,CH1145908724,609.75,609.75
SNB Bills,2024-09-19,2024-10-21,closing,28d,CH1258961395,5933.0,-5933.0
SNB Bills,2024-07-25,2024-10-21,closing,84d,CH1258961247,2473.0,-2473.0
SNB Bills,2024-10-17,2024-10-21,opening,28d,CH1258961478,7271.0,7271.0
SNB Bills,2024-10-17,2024-10-21,opening,84d,CH1258961486,1473.0,1473.0
Conf. Bonds,2024-10-09,2024-10-23,opening,9yr,CH0440081393,223.33,223.33
Conf. Bonds,2024-10-09,2024-10-23,opening,22yr,CH0557779003,209.36,209.36
Conf. Bonds,2024-10-09,2024-10-23,opening,33yr,CH0224397338,114.73,114.73
GMBF,2024-07-23,2024-10-24,closing,91d,CH1145908609,660.7,-660.7
GMBF,2024-10-22,2024-10-24,opening,91d,CH1145908732,706.45,706.45
SNB Bills,2024-09-26,2024-10-28,closing,28d,CH1258961411,10212.0,-10212.0
SNB Bills,2024-05-08,2024-10-28,closing,168d,CH1258961023,782.0,-782.0
SNB Bills,2024-10-24,2024-10-28,opening,28d,CH1258961494,6372.0,6372.0
SNB Bills,2024-10-24,2024-10-28,opening,168d,CH1258961502,1075.0,1075.0
GMBF,2024-07-30,2024-10-31,closing,91d,CH1145908617,553.95,-553.95
GMBF,2024-10-29,2024-10-31,opening,91d,CH1145908740,661.4,661.4
SNB Bills,2024-10-03,2024-11-04,closing,28d,CH1258961437,9470.0,-9470.0
SNB Bills,2024-08-08,2024-11-04,closing,84d,CH1258961288,1083.0,-1083.0
SNB Bills,2024-10-31,2024-11-04,opening,28d,CH1258961510,7329.0,7329.0
SNB Bills,2024-10-31,2024-11-04,opening,84d,CH1258961528,1503.0,1503.0
GMBF,2024-05-07,2024-11-07,closing,182d,CH1145908492,625.35,-625.35
GMBF,2024-11-05,2024-11-07,opening,182d,CH1145908757,700.75,700.75
SNB Bills,2024-10-10,2024-11-11,closing,28d,CH1258961452,6605.0,-6605.0
SNB Bills,2023-12-07,2024-11-11,closing,336d,CH1258960579,655.0,-655.0
